Область,Тергромада,Програма,Тематика,Кількість
Чернігівська,Новобасанська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,5
Чернігівська,Борзнянська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,3
Чернігівська,Височанська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,3
Чернігівська,Комарівська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,2
Чернігівська,Плисківська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,1
Чернігівська,Варвинська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,4
Чернігівська,Городнянська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,2
Чернігівська,Тупичівська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,3
Чернігівська,Ічнянська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,5
Чернігівська,Парафіївська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,4
Чернігівська,Остерська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,4
Чернігівська,Козелецька,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,4
Чернігівська,Деснянська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,5
Чернігівська,Кіптівська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,3
Чернігівська,Коропська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,6
Чернігівська,Понорницька,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,2
Чернігівська,Корюківська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,4
Чернігівська,Холминська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,4
Чернігівська,Куликівська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,2
Чернігівська,Менська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,1
Чернігівська,Березнянська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,1
Чернігівська,Лосинівська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,5
Чернігівська,Вертіївська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,2
Чернігівська,Крутівська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,1
Чернігівська,Талалаївська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,4
Чернігівська,Носівська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,3
Чернігівська,Макіївська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,4
Чернігівська,Мринська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,3
Чернігівська,Ладанська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,3
Чернігівська,Линовицька,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,1
Чернігівська,Малодівицька,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,3
Чернігівська,Сухополов’янська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,1
Чернігівська,Ріпкинська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,3
Чернігівська,Добрянська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,4
Чернігівська,Любецька,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,5
Чернігівська,Семенівська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,3
Чернігівська,Сосницька,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,5
Чернігівська,Срібнянська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,3
Чернігівська,Талалаївська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,3
Чернігівська,Михайло-Коцюбинська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,4
Чернігівська,Олишівська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,2
Чернігівська,Седнівська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,3
Чернігівська,Іванівська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,4
Чернігівська,Киїнська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,5
Чернігівська,Киселівська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,1
Чернігівська,Новобілоуська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,4
Чернігівська,Сновська,Програма Ради Європи «Децентралізація і реформа публічної адміністрації в Україні»,Навчання загального управлінського характеру,5
